index	WEO_Subject_Code	ISO	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates_Start_After
7579	PPPSH	TGO	0.016	0.015	0.015	0.014	0.014	0.014	0.014	0.013	0.014	0.014	0.014	0.013	0.012	0.01	0.011	0.012	0.011	0.011	0.011	0.011	0.01	0.01	0.009	0.009	0.009	0.009	0.009	0.008	0.008	0.009	0.009	0.009	0.009	0.009	0.009	0.01	0.01	0.01	0.01	0.01	0.01	0.011	0.011	2011
7580	PPPEX	TGO	104.419	105.601	105.278	118.828	109.686	114.88	131.896	134.761	142.036	138.018	129.174	128.742	127.952	121.778	159.055	154.56	176.877	194.658	188.48	189.295	183.258	192.41	202.093	178.761	178.693	186.387	180.969	180.058	201.72	204.184	203.95	215.06	224.898	222.727	221.419	224.978	225.743	225.061	224.536	224.111	224.073	224.017	223.84	2014
7581	NID_NGDP	TGO	32.716	33.516	29.466	24.127	16.164	18.984	18.83	17.64	14.595	22.322	15.708	12.433	11.481	3.504	12.018	13.827	12.917	11.476	14.701	9.456	15.18	15.613	16.119	14.428	14.515	16.292	22.5	20.359	22.327	22.801	23.928	23.474	23.8	24.545	25.665	26.983	27.376	26.379	24.632	23.524	24.591	24.865	24.865	2014
7582	NGSD_NGDP	TGO	13.647	14.48	-3.242	0.187	-0.886	-1.353	-2.02	-0.585	-0.214	7.721	10.998	4.469	4	-2.331	6.873	5.394	3.18	4.213	5.504	1.127	4.391	2.919	6.655	4.754	3.834	6.652	14.553	11.809	15.301	17.215	17.634	15.438	16.289	11.392	15.722	15.912	17.619	17.289	16.274	16.114	18.078	19.466	19.499	2014
7583	PCPI	TGO	30.566	36.592	40.665	44.469	42.901	42.122	43.86	43.884	43.817	43.401	43.891	43.995	44.709	44.669	60.419	69.963	73.179	77.063	77.814	77.773	79.252	82.358	84.878	84.089	84.425	90.166	92.15	93.021	100	103.727	105.218	108.962	111.837	113.806	114.022	116.075	117.12	118.876	121.135	123.558	126.029	128.549	131.12	2015
7584	PCPIPCH	TGO	12.32	19.716	11.13	9.355	-3.527	-1.815	4.125	0.054	-0.151	-0.951	1.13	0.238	1.622	-0.089	35.259	15.797	4.596	5.307	0.975	-0.053	1.901	3.92	3.06	-0.93	0.4	6.8	2.2	0.946	7.502	3.727	1.438	3.558	2.639	1.76	0.19	1.8	0.9	1.5	1.9	2	2	2	2	2015
7585	PCPIE	TGO	32.421	35.977	41.949	41.877	40.565	42.42	43.015	42.801	43.097	41.812	42.453	44.591	43.651	44.677	66.344	70.585	74.048	76.293	75.232	78.625	76.667	81.922	83.193	81.752	84.955	89.603	90.946	94.015	103.671	104.263	108.181	109.762	112.955	112.497	114.558	116.656	119.339	122.323	124.647	127.14	129.682	132.276	134.922	2015
7586	PCPIEPCH	TGO	n/a	10.966	16.601	-0.173	-3.132	4.573	1.403	-0.498	0.691	-2.981	1.534	5.035	-2.109	2.351	48.498	6.393	4.906	3.032	-1.391	4.511	-2.491	6.855	1.552	-1.733	3.918	5.471	1.499	3.374	10.27	0.571	3.758	1.461	2.909	-0.405	1.832	1.832	2.3	2.5	1.9	2	2	2	2	2015
7587	FLIBOR6	TGO																																												
7588	TM_RPCH	TGO	n/a	n/a	n/a	-23.155	-4.721	19.348	29.157	-7.402	5.33	-7.004	17.274	3.537	-13.723	-28.763	-6.013	24.727	10.526	-4.981	10.876	-13.869	-9.382	10.434	11.889	26.612	4.806	-1.719	-2.734	8.495	10.414	7.813	1.115	25.259	-9.04	15.732	3.066	8.217	0.188	3.66	5.618	6.839	5.706	6.368	6.372	2015
7589	TMG_RPCH	TGO	-6.954	-17.403	13.836	-26.708	-6.224	18.875	31.048	-9.655	9.013	-8.201	18.165	-2.844	-5.971	-27.316	-6.091	26.336	8.24	-2.441	14.617	-13.69	-7.784	11.402	12.062	24.092	2.093	-1.651	-4.256	6.775	10.619	10.046	0.158	28.246	-9.027	18.535	5.943	12.518	-0.055	3.807	5.64	6.917	5.644	6.35	6.536	2015
7590	TX_RPCH	TGO	n/a	n/a	n/a	-21.023	9.459	6.129	16.439	-4.135	0.649	-0.927	15.742	-1.624	-13.431	-34.938	4.719	4.911	18.869	-4.518	6.074	-6.509	-11.693	4.507	19.409	28.58	0.819	1.658	-3.913	4.959	15.388	9.644	-1.176	16.669	4.856	13.719	-7.207	7.56	3.149	7.223	7.1	9.038	7.332	9.59	4.422	2015
7591	TXG_RPCH	TGO	23.594	-19.64	5.805	-21.706	8.629	3.539	17.286	-5.009	5.398	-5.539	18.108	2.89	-17.727	-36.09	11.556	3.38	16.71	-0.575	8.379	-5.534	-11.022	3.449	18.969	32.34	-6.782	-0.32	-7.656	1.468	16.583	12.931	-3.713	4.666	13.133	17.215	-9.767	11.136	4.428	8.353	7.573	9.757	7.636	10.302	4.185	2015
7592	LUR	TGO																																												
7593	LE	TGO																																												
7594	LP	TGO	2.379	2.45	2.846	2.949	3.055	3.161	3.267	3.373	3.476	3.574	3.666	3.748	3.823	3.898	3.983	4.085	4.209	4.349	4.5	4.651	4.794	4.926	5.051	5.17	5.288	5.408	5.53	5.89	6.053	6.22	6.391	6.566	6.746	6.929	7.115	7.31	7.509	7.714	7.925	8.142	8.364	8.593	8.828	2014
7595	GGR	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	108.02	114.73	85.581	78.9	39.217	73.661	108.804	114.273	139.941	132.54	147.86	120.85	148.47	130.02	170.776	179.567	187.973	211.888	213.46	240.983	259.001	315.327	350.866	399.738	458.1	466.78	539.499	571.266	696.248	761.868	841.115	919.474	979.045	1,054.55	2014
7596	GGR_NGDP	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22.793	23.554	17.162	16.081	9.803	12.116	15.073	14.132	14.894	14.746	15.734	13.115	15.202	12.65	17.556	17.547	16.848	18.266	17.65	17.032	17.342	20.066	19.797	19.996	21.462	20.503	21.913	21.738	24.761	25.227	25.906	26.292	25.991	25.991	2014
7597	GGX	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	124.053	127.156	112.78	96.182	91.65	124.275	142.011	155.097	154.254	177.82	173.443	170.097	158.95	134.495	147.029	169.761	215.012	244.119	246.44	253.044	317.314	354.358	465.221	527.839	569.074	621.455	757.716	824.005	838.537	839.643	831.962	915.407	969.555	1,022.89	2014
7598	GGX_NGDP	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26.176	26.105	22.617	19.603	22.909	20.441	19.673	19.181	16.418	19.784	18.456	18.459	16.275	13.086	15.115	16.589	19.272	21.045	20.377	17.885	21.246	22.549	26.249	26.404	26.661	27.298	30.777	31.355	29.822	27.802	25.624	26.175	25.739	25.21	2014
7599	GGXCNL	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-16.033	-12.426	-27.199	-17.282	-52.433	-50.615	-33.207	-40.824	-14.312	-45.28	-25.583	-49.247	-10.48	-4.475	23.747	9.806	-27.039	-32.231	-32.979	-12.061	-58.313	-39.031	-114.355	-128.101	-110.974	-154.676	-218.217	-252.739	-142.289	-77.776	9.154	4.066	9.489	31.663	2014
7600	GGXCNL_NGDP	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.383	-2.551	-5.454	-3.522	-13.106	-8.325	-4.6	-5.049	-1.523	-5.038	-2.722	-5.344	-1.073	-0.435	2.441	0.958	-2.424	-2.779	-2.727	-0.852	-3.904	-2.484	-6.452	-6.408	-5.199	-6.794	-8.863	-9.617	-5.06	-2.575	0.282	0.116	0.252	0.78	2014
7601	GGSB	TGO																																												
7602	GGSB_NPGDP	TGO																																												
7603	GGXONLB	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.167	2.02	-12.819	-4.862	-37.703	-27.845	-13.607	-20.324	5.988	-25.68	-4.613	-29.561	7.452	13.245	41.6	27.733	-15.447	-21.76	-7.31	-1.202	-44.458	-23.976	-59.628	-109.513	-87.482	-120.761	-159.11	-189.827	-58.33	11.823	83.374	76.396	81.568	87.859	2014
7604	GGXONLB_NGDP	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.457	0.415	-2.571	-0.991	-9.424	-4.58	-1.885	-2.513	0.637	-2.857	-0.491	-3.208	0.763	1.289	4.277	2.71	-1.385	-1.876	-0.604	-0.085	-2.977	-1.526	-3.364	-5.478	-4.098	-5.304	-6.463	-7.223	-2.074	0.391	2.568	2.184	2.165	2.165	2014
7605	GGXWDN	TGO																																												
7606	GGXWDN_NGDP	TGO																																												
7607	GGXWDG	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,003.06	875.761	827.16	782.942	1,023.63	1,122.71	1,303.56	1,358.64	1,280.98	767.253	751.18	894.588	1,203.33	1,484.98	1,860.06	2,078.81	2,153.08	2,185.89	2,168.29	2,177.02	2,196.93	2,226.75	2014
7608	GGXWDG_NGDP	TGO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	102.704	85.207	85.033	76.509	91.749	96.785	107.784	96.026	85.769	48.823	42.383	44.749	56.375	65.228	75.551	79.102	76.572	72.379	66.782	62.25	58.322	54.881	2014
7609	NGDP_FY	TGO	220.99	236.006	240.616	267.75	270.972	303.775	367.4	375.4	450.976	473.926	487.086	498.656	490.638	400.057	607.97	721.871	808.617	939.567	898.806	939.749	921.475	976.648	1,027.80	972.749	1,023.33	1,115.68	1,160.00	1,209.41	1,414.86	1,493.53	1,571.49	1,772.34	1,999.11	2,134.50	2,276.60	2,461.99	2,628.00	2,811.83	3,020.07	3,246.82	3,497.21	3,766.92	4,057.42	2014
7610	BCA	TGO	-0.095	-0.044	-0.087	-0.043	0.026	-0.027	-0.056	-0.061	-0.087	-0.051	-0.084	-0.141	-0.139	-0.082	-0.056	-0.122	-0.154	-0.117	-0.14	-0.127	-0.14	-0.169	-0.14	-0.162	-0.207	-0.204	-0.176	-0.216	-0.223	-0.177	-0.2	-0.302	-0.294	-0.568	-0.459	-0.461	-0.433	-0.414	-0.408	-0.389	-0.369	-0.329	-0.352	2015
7611	BCA_NGDPD	TGO	-9.082	-5.084	-11.859	-6.174	4.222	-4.056	-5.32	-4.846	-5.758	-3.422	-4.709	-7.964	-7.481	-5.835	-5.145	-8.433	-9.737	-7.262	-9.197	-8.329	-10.789	-12.694	-9.464	-9.675	-10.68	-9.64	-7.947	-8.55	-7.025	-5.585	-6.294	-8.036	-7.512	-13.153	-9.943	-11.071	-9.76	-9.098	-8.372	-7.424	-6.528	-5.416	-5.383	2014
7612	NGDP_R	TON	0.254	0.29	0.327	0.346	0.498	0.526	0.572	0.582	0.562	0.568	0.595	0.63	0.606	0.605	0.617	0.645	0.645	0.624	0.646	0.661	0.668	0.689	0.705	0.712	0.721	0.723	0.705	0.701	0.72	0.741	0.765	0.778	0.77	0.765	0.788	0.816	0.844	0.877	0.909	0.933	0.951	0.968	0.986	2014
7613	NGDP_RPCH	TON	15.8	14	12.8	5.8	44.1	5.6	8.8	1.7	-3.5	1.1	4.7	5.9	-3.8	-0.1	1.979	4.487	0.001	-3.165	3.474	2.349	1.059	3.165	2.284	0.978	1.187	0.389	-2.488	-0.624	2.682	2.959	3.164	1.812	-1.111	-0.566	2.897	3.577	3.527	3.861	3.612	2.617	1.976	1.802	1.829	2014
7614	NGDP	TON	0.065	0.071	0.08	0.089	0.096	0.113	0.134	0.153	0.164	0.177	0.193	0.226	0.243	0.26	0.268	0.271	0.288	0.278	0.295	0.322	0.343	0.376	0.419	0.455	0.489	0.55	0.596	0.633	0.664	0.688	0.744	0.788	0.79	0.791	0.825	0.861	0.896	0.949	1.013	1.07	1.123	1.174	1.226	2014
7615	NGDPD	TON	0.074	0.082	0.081	0.08	0.084	0.079	0.094	0.101	0.119	0.144	0.148	0.177	0.184	0.19	0.196	0.211	0.229	0.227	0.219	0.2	0.191	0.182	0.192	0.215	0.245	0.278	0.297	0.324	0.333	0.343	0.395	0.447	0.461	0.446	0.439	0.414	0.403	0.422	0.445	0.468	0.489	0.509	0.53	2014
7616	NGDP_D	TON	25.432	24.539	24.564	25.646	19.271	21.441	23.373	26.272	29.139	31.178	32.403	35.847	40.034	43.043	43.444	41.987	44.618	44.557	45.706	48.692	51.369	54.529	59.458	63.91	67.823	75.973	84.49	90.242	92.247	92.861	97.279	101.201	102.631	103.411	104.74	105.518	106.069	108.212	111.43	114.761	118.078	121.255	124.402	2014
7617	NGDPRPC	TON	2,772.72	3,143.90	3,527.36	3,692.46	5,265.11	5,589.22	6,113.25	6,200.97	5,954.14	5,989.70	6,240.05	6,568.73	6,287.73	6,252.51	6,393.64	6,658.24	6,655.74	6,392.35	6,569.59	6,686.41	6,728.67	6,913.20	7,041.06	7,080.03	7,134.59	7,131.91	6,926.18	6,861.12	7,028.58	7,218.17	7,429.09	7,546.03	7,442.85	7,380.10	7,575.26	7,829.55	8,085.52	8,376.76	8,657.69	8,862.15	9,014.75	9,154.34	9,298.53	2014
7618	NGDPPC	TON	705.145	771.489	866.469	946.953	1,014.66	1,198.36	1,428.83	1,629.10	1,734.98	1,867.45	2,021.96	2,354.67	2,517.23	2,691.29	2,777.68	2,795.61	2,969.66	2,848.27	3,002.70	3,255.75	3,456.46	3,769.70	4,186.50	4,524.81	4,838.91	5,418.32	5,851.93	6,191.60	6,483.68	6,702.90	7,226.96	7,636.68	7,638.66	7,631.81	7,934.31	8,261.62	8,576.23	9,064.67	9,647.25	10,170.26	10,644.42	11,100.10	11,567.53	2014
7619	NGDPDPC	TON	802.903	886.55	878.894	853.099	890.429	836.907	999.884	1,081.02	1,264.57	1,523.21	1,556.55	1,848.25	1,909.89	1,964.44	2,031.13	2,178.73	2,364.42	2,323.46	2,230.17	2,021.04	1,922.23	1,822.44	1,913.70	2,133.74	2,429.20	2,745.42	2,917.52	3,172.39	3,252.86	3,339.23	3,843.11	4,330.43	4,455.71	4,304.37	4,225.53	3,973.68	3,856.32	4,026.93	4,241.18	4,449.53	4,634.69	4,812.19	4,995.74	2014
7620	NGAP_NPGDP	TON																																												
7621	PPPGDP	TON	0.067	0.084	0.101	0.111	0.165	0.18	0.2	0.208	0.208	0.219	0.237	0.26	0.256	0.261	0.272	0.29	0.296	0.291	0.305	0.317	0.327	0.345	0.358	0.369	0.384	0.398	0.4	0.408	0.427	0.443	0.463	0.481	0.484	0.489	0.512	0.536	0.563	0.597	0.633	0.663	0.69	0.717	0.745	2014
7622	PPPPC	TON	735.522	911.858	1,086.55	1,182.31	1,745.69	1,912.46	2,133.94	2,219.80	2,206.06	2,305.53	2,490.73	2,709.19	2,652.42	2,700.30	2,820.03	2,997.98	3,051.55	2,980.97	3,096.87	3,200.17	3,293.67	3,461.12	3,579.25	3,670.82	3,800.84	3,921.65	3,925.55	3,992.15	4,169.81	4,314.80	4,495.14	4,660.16	4,681.10	4,716.60	4,928.01	5,148.23	5,386.47	5,703.76	6,026.99	6,304.66	6,542.57	6,778.46	7,028.48	2014
7623	PPPSH	TON	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	--	--	--	--	--	--	--	--	--	--	--	2011
7624	PPPEX	TON	0.959	0.846	0.797	0.801	0.581	0.627	0.67	0.734	0.786	0.81	0.812	0.869	0.949	0.997	0.985	0.932	0.973	0.955	0.97	1.017	1.049	1.089	1.17	1.233	1.273	1.382	1.491	1.551	1.555	1.553	1.608	1.639	1.632	1.618	1.61	1.605	1.592	1.589	1.601	1.613	1.627	1.638	1.646	2014
7625	NID_NGDP	TON																																												
7626	NGSD_NGDP	TON																																												
7627	PCPI	TON	11.246	12.922	14.328	15.722	16.966	17.848	23.179	24.963	27.541	28.634	30.246	34.457	37.419	38.097	39.591	39.4	40.454	41.261	42.511	44.17	46.873	50.936	56.205	62.523	69.289	75.213	79.805	85.698	92.086	95.333	99.018	103.585	105.614	107.18	108.421	108.113	109.655	113.688	117.579	121.102	124.606	127.961	131.28	2015
7628	PCPIPCH	TON	-7.348	14.9	10.879	9.733	7.908	5.201	29.867	7.697	10.326	3.968	5.632	13.921	8.597	1.81	3.922	-0.48	2.674	1.994	3.03	3.902	6.119	8.668	10.345	11.242	10.821	8.549	6.105	7.385	7.454	3.526	3.865	4.612	1.959	1.483	1.157	-0.283	1.426	3.678	3.422	2.997	2.894	2.692	2.594	2015
7629	PCPIE	TON	n/a	n/a	15.302	15.906	16.752	18.846	24	24.604	27.946	29.074	31.087	35.387	38.366	37.331	40.16	40.148	41.401	42.22	43.584	45.517	48.397	52.625	58.686	65.203	71.289	76.621	81.239	88.571	94.236	96.105	100.85	105.5	106.8	107.7	108.6	108.817	111.533	115.843	119.314	122.89	126.322	129.599	132.961	2015
7630	PCPIEPCH	TON	n/a	n/a	n/a	3.947	5.316	12.5	27.35	2.517	13.584	4.035	6.925	13.831	8.418	-2.698	7.58	-0.032	3.122	1.979	3.229	4.436	6.326	8.738	11.518	11.105	9.333	7.48	6.027	9.025	6.396	1.984	4.937	4.611	1.232	0.843	0.836	0.199	2.497	3.864	2.996	2.997	2.793	2.594	2.594	2015
7631	FLIBOR6	TON																																												
7632	TM_RPCH	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.148	0.529	-0.581	4.91	-1.166	-1.454	5.788	-2.06	0.771	10.736	8.359	2.015	-5.762	-7.738	5.403	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2015
7633	TMG_RPCH	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.549	-0.377	-5.603	5.545	1.281	-1.39	6.625	0.601	0.462	11.755	4.908	-2.097	-6.597	-4.187	5.881	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2015
7634	TX_RPCH	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-6.633	13.045	1.033	-1.262	-4.598	-11.553	-0.947	-1.004	-6.272	13.224	17.122	3.206	15.788	-18.495	-9.11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2015
7635	TXG_RPCH	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.865	81.166	20.618	6.086	-17.082	-19.943	-0.054	-36.215	-24.09	24.919	18.456	-0.769	17.528	10.833	5.961	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2015
7636	LUR	TON																																												
7637	LE	TON																																												
7638	LP	TON	0.092	0.092	0.093	0.094	0.095	0.094	0.094	0.094	0.094	0.095	0.095	0.096	0.096	0.097	0.097	0.097	0.097	0.098	0.098	0.099	0.099	0.1	0.1	0.101	0.101	0.101	0.102	0.102	0.102	0.103	0.103	0.103	0.103	0.104	0.104	0.104	0.104	0.105	0.105	0.105	0.105	0.106	0.106	2014
7639	GGR	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.067	0.073	0.085	0.097	0.105	0.117	0.14	0.165	0.171	0.199	0.21	0.198	0.212	0.208	0.209	0.257	0.282	0.296	0.327	0.344	0.367	0.386	0.403	0.419	2014
7640	GGR_NGDP	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20.876	21.35	22.706	23.194	23.106	23.848	25.487	27.605	27.036	30.019	30.492	26.62	26.863	26.339	26.384	31.216	32.742	32.997	34.486	33.997	34.269	34.394	34.29	34.171	2014
7641	GGX	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.068	0.067	0.076	0.087	0.09	0.096	0.125	0.144	0.149	0.159	0.18	0.225	0.24	0.219	0.21	0.261	0.281	0.292	0.34	0.356	0.363	0.375	0.389	0.402	2014
7642	GGX_NGDP	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21.14	19.545	20.282	20.709	19.755	19.609	22.817	24.241	23.598	23.893	26.139	30.272	30.485	27.742	26.554	31.603	32.705	32.635	35.835	35.139	33.956	33.364	33.132	32.756	2014
7643	GGXCNL	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.001	0.006	0.009	0.01	0.015	0.021	0.015	0.02	0.022	0.041	0.03	-0.027	-0.029	-0.011	-0.001	-0.003	--	0.003	-0.013	-0.012	0.003	0.012	0.014	0.017	2014
7644	GGXCNL_NGDP	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.264	1.805	2.423	2.485	3.351	4.24	2.67	3.365	3.438	6.126	4.353	-3.652	-3.621	-1.404	-0.17	-0.386	0.037	0.361	-1.349	-1.142	0.313	1.031	1.158	1.415	2014
7645	GGSB	TON																																												
7646	GGSB_NPGDP	TON																																												
7647	GGXONLB	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.008	0.011	0.013	0.018	0.024	0.018	0.023	0.025	0.045	0.035	-0.021	-0.022	-0.004	0.006	0.004	0.008	0.011	-0.005	-0.005	0.01	0.018	0.02	0.024	2014
7648	GGXONLB_NGDP	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.305	2.95	3.036	3.959	4.963	3.323	3.909	4.017	6.831	5.134	-2.845	-2.799	-0.543	0.727	0.479	0.91	1.277	-0.566	-0.507	0.928	1.616	1.71	1.931	2014
7649	GGXWDN	TON																																												
7650	GGXWDN_NGDP	TON																																												
7651	GGXWDG	TON																																												
7652	GGXWDG_NGDP	TON																																												
7653	NGDP_FY	TON	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.322	0.343	0.376	0.419	0.455	0.489	0.55	0.596	0.633	0.664	0.688	0.744	0.788	0.79	0.791	0.825	0.861	0.896	0.949	1.013	1.07	1.123	1.174	1.226	2014
7654	BCA	TON	-0.003	0.002	0.004	0.005	0.004	0.003	-0.001	0.006	-0.007	-0.002	-0.016	-0.015	-0.011	-0.009	-0.017	-0.018	-0.011	-0.002	-0.018	-0.006	-0.012	-0.005	-0.002	-0.001	0.001	-0.015	-0.026	-0.017	-0.038	-0.066	-0.074	-0.077	-0.057	-0.035	-0.041	-0.03	-0.009	-0.033	-0.051	-0.038	-0.028	-0.028	-0.029	2015
7655	BCA_NGDPD	TON	-4.452	2.813	4.54	5.639	5.208	3.546	-1.389	5.814	-5.7	-1.246	-11.077	-8.265	-5.715	-4.849	-8.862	-8.576	-4.653	-0.689	-8.289	-2.756	-6.14	-2.8	-1.216	-0.324	0.563	-5.274	-8.864	-5.382	-11.466	-19.392	-18.759	-17.226	-12.296	-7.875	-9.258	-7.155	-2.142	-7.826	-11.459	-8.091	-5.79	-5.535	-5.389	2014
7656	NGDP_R	TTO	42.294	44.077	45.756	41.037	38.677	37.083	35.866	34.23	32.889	33.091	32.818	33.313	34.206	33.643	33.154	35.715	38.263	41.142	44.485	48.054	51.371	53.512	57.759	66.1	71.355	75.786	85.795	89.874	92.923	88.842	91.794	91.524	92.708	95.169	94.621	94.073	89.266	89.544	92.623	95.664	98.531	99.943	101.388	2016
7657	NGDP_RPCH	TTO	10.4	4.217	3.808	-10.312	-5.752	-4.12	-3.281	-4.562	-3.918	0.616	-0.827	1.507	2.683	-1.647	-1.454	7.726	7.134	7.523	8.125	8.025	6.901	4.169	7.937	14.441	7.95	6.209	13.208	4.754	3.392	-4.392	3.323	-0.294	1.294	2.654	-0.576	-0.579	-5.11	0.312	3.438	3.283	2.996	1.433	1.446	2016
7658	NGDP	TTO	14.966	16.781	19.537	18.633	18.617	18.071	17.26	17.272	17.285	18.373	21.539	22.559	23.118	24.987	29.312	31.697	34.587	35.871	38.065	42.889	51.371	55.007	56.29	71.169	83.653	100.682	115.951	136.952	175.287	121.281	141.268	163.008	165.203	170.318	167.764	150.247	139.876	145.092	153.904	163.834	174.21	184.26	195.033	2016
7659	NGDPD	TTO	6.236	6.992	8.14	7.764	7.757	7.376	4.794	4.798	4.497	4.323	5.068	5.308	5.44	4.669	4.947	5.329	5.76	5.738	6.044	6.808	8.154	8.825	9.008	11.305	13.28	15.982	18.369	21.642	27.87	19.175	22.158	25.433	25.694	26.436	26.176	23.559	20.966	21.748	23.069	24.557	26.113	27.619	29.234	2016
7660	NGDP_D	TTO	35.386	38.073	42.698	45.406	48.135	48.732	48.122	50.458	52.555	55.522	65.633	67.718	67.584	74.271	88.411	88.749	90.391	87.188	85.569	89.251	100	102.794	97.456	107.668	117.234	132.851	135.148	152.382	188.638	136.514	153.897	178.104	178.197	178.964	177.302	159.713	156.696	162.034	166.162	171.26	176.808	184.366	192.364	2016
7661	NGDPRPC	TTO	38,969.23	39,977.16	40,831.04	36,039.48	33,466.01	31,669.63	30,291.23	28,638.62	27,296.17	27,266.61	26,857.98	27,085.46	27,641.83	27,035.24	26,516.33	28,458.38	30,407.24	32,634.77	35,234.02	37,994.17	40,513.81	42,056.60	45,200.65	51,477.82	55,291.18	58,434.48	65,837.39	68,645.11	70,643.59	67,221.62	69,117.12	68,568.01	69,103.80	70,587.28	69,857.28	69,166.92	65,321.16	65,214.14	67,136.17	69,010.45	70,739.76	71,412.71	72,103.02	2015
7662	NGDPPC	TTO	13,789.54	15,220.37	17,433.99	16,364.05	16,108.75	15,433.14	14,576.80	14,450.53	14,345.46	15,138.86	17,627.65	18,341.73	18,681.50	20,079.32	23,443.43	25,256.55	27,485.35	28,453.60	30,149.52	33,910.30	40,513.73	43,231.64	44,050.90	55,425.33	64,820.02	77,630.84	88,978.09	104,602.60	133,260.40	91,766.65	106,368.90	122,122.58	123,140.72	126,326.17	123,858.33	110,468.59	102,355.46	105,668.88	111,554.68	118,187.25	125,073.60	131,660.54	138,700.34	2015
7663	NGDPDPC	TTO	5,745.64	6,341.82	7,264.16	6,818.35	6,711.98	6,299.24	4,049.11	4,014.04	3,732.15	3,562.09	4,147.68	4,315.70	4,395.65	3,752.37	3,956.75	4,246.37	4,577.03	4,551.35	4,786.93	5,382.47	6,430.96	6,935.69	7,049.63	8,804.52	10,290.54	12,323.22	14,096.02	16,530.03	21,187.98	14,508.77	16,683.99	19,053.96	19,152.15	19,607.86	19,325.40	17,321.77	15,342.18	15,838.83	16,721.06	17,715.23	18,747.43	19,734.75	20,789.96	2015
7664	NGAP_NPGDP	TTO																																												
